"checks_date","production_report","product_name","processor_name","file_type_output",satellite,timeliness,"sensing_start","sensing_stop","creation_date","check_missing_input_start","check_missing_input_stop","check_missing_input_result","check_missing_input_outcome","check_missing_input_description","check_missing_input_with_margin_start","check_missing_input_with_margin_stop","check_missing_input_with_margin_result","check_missing_input_with_margin_outcome","check_missing_input_with_margin_description","check_unexpected_fragmentation_start","check_unexpected_fragmentation_stop","check_unexpected_fragmentation_result","check_unexpected_fragmentation_outcome","check_unexpected_fragmentation_description","check_detection_duplicated_products_start","check_detection_duplicated_products_stop","check_detection_duplicated_products_result","check_detection_duplicated_products_outcome","check_detection_duplicated_products_description","check_adf_expected_ranking_start","check_adf_expected_ranking_stop","check_adf_expected_ranking_result","check_adf_expected_ranking_outcome","check_adf_expected_ranking_description","check_degradation_flag_adf_start","check_degradation_flag_adf_stop","check_degradation_flag_adf_result","check_degradation_flag_adf_outcome","check_degradation_flag_adf_description","check_degradation_flag_navatt_start","check_degradation_flag_navatt_stop","check_degradation_flag_navatt_result","check_degradation_flag_navatt_outcome","check_degradation_flag_navatt_description","check_missing_ephemeris_start","check_missing_ephemeris_stop","check_missing_ephemeris_result","check_missing_ephemeris_outcome","check_missing_ephemeris_description","check_product_size_start","check_product_size_stop","check_product_size_result","check_product_size_outcome","check_product_size_description","check_gaps_detection_start","check_gaps_detection_stop","check_gaps_detection_result","check_gaps_detection_outcome","check_gaps_detection_description","check_product_package_format_start","check_product_package_format_stop","check_product_package_format_result","check_product_package_format_outcome","check_product_package_format_description","check_instrument_anomaly_detection_start","check_instrument_anomaly_detection_stop","check_instrument_anomaly_detection_result","check_instrument_anomaly_detection_outcome","check_instrument_anomaly_detection_description"
"2022-01-21 @ 13:25:35.190 CET","S3A_REP_PR_LN2_O_PM1_653880805_20211102T030546439","S3A_SY_2_SYN____20210716T160623_20210716T160923_20211102T023036_0179_074_111_3600_LN2_O_ST_002.SEN3","PUG_SY_2_SYN","SY_2_SYN___",S3A,STC,"2021-07-16 @ 18:06:23.040 CEST","2021-07-16 @ 18:09:23.040 CEST","2021-11-02 @ 03:30:36.000 CET","2022-01-21 @ 13:25:49.844 CET","2022-01-21 @ 13:25:49.902 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:49.919 CET","2022-01-21 @ 13:25:49.945 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:49.962 CET","2022-01-21 @ 13:25:49.991 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:50.002 CET","2022-01-21 @ 13:25:50.041 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:50.054 CET","2022-01-21 @ 13:25:50.118 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:50.127 CET","2022-01-21 @ 13:25:50.156 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:50.247 CET","2022-01-21 @ 13:25:50.271 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:50.282 CET","2022-01-21 @ 13:25:50.310 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:50.378 CET","2022-01-21 @ 13:25:50.404 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:50.425 CET","2022-01-21 @ 13:25:50.525 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:50.536 CET","2022-01-21 @ 13:25:50.562 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:50.645 CET","2022-01-21 @ 13:25:50.683 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:25:35.176 CET","S3A_REP_PR_LN2_O_PM1_653880805_20211102T030546439","S3A_SY_2_SYN____20210716T160323_20210716T160623_20211102T023021_0179_074_111_3420_LN2_O_ST_002.SEN3","PUG_SY_2_SYN","SY_2_SYN___",S3A,STC,"2021-07-16 @ 18:03:23.040 CEST","2021-07-16 @ 18:06:23.040 CEST","2021-11-02 @ 03:30:21.000 CET","2022-01-21 @ 13:25:48.505 CET","2022-01-21 @ 13:25:48.540 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:48.551 CET","2022-01-21 @ 13:25:48.581 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:48.589 CET","2022-01-21 @ 13:25:48.611 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:48.621 CET","2022-01-21 @ 13:25:48.636 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:48.645 CET","2022-01-21 @ 13:25:48.762 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:48.805 CET","2022-01-21 @ 13:25:49.007 CET",0,"/plugins/indexPatternManagement/assets/icons/icons_stoplight/OK.png","-","2022-01-21 @ 13:25:49.016 CET","2022-01-21 @ 13:25:49.051 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:49.059 CET","2022-01-21 @ 13:25:49.127 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:49.152 CET","2022-01-21 @ 13:25:49.405 CET",2,"/plugins/indexPatternManagement/assets/icons/icons_stoplight/Warning.png","CRITICAL: The product size detected is not within the interval [280000000:100000000000]","2022-01-21 @ 13:25:49.420 CET","2022-01-21 @ 13:25:49.482 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:49.498 CET","2022-01-21 @ 13:25:49.722 CET",0,"/plugins/indexPatternManagement/assets/icons/icons_stoplight/OK.png","-","2022-01-21 @ 13:25:49.752 CET","2022-01-21 @ 13:25:49.803 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:25:35.163 CET","S3A_REP_PR_LN2_O_PM1_653880805_20211102T030546439","S3A_SY_2_SYN____20210716T160023_20210716T160323_20211102T023007_0179_074_111_3240_LN2_O_ST_002.SEN3","PUG_SY_2_SYN","SY_2_SYN___",S3A,STC,"2021-07-16 @ 18:00:23.040 CEST","2021-07-16 @ 18:03:23.040 CEST","2021-11-02 @ 03:30:07.000 CET","2022-01-21 @ 13:25:47.716 CET","2022-01-21 @ 13:25:47.819 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:47.838 CET","2022-01-21 @ 13:25:47.898 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:47.917 CET","2022-01-21 @ 13:25:47.960 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:47.997 CET","2022-01-21 @ 13:25:48.046 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:48.066 CET","2022-01-21 @ 13:25:48.170 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:48.194 CET","2022-01-21 @ 13:25:48.226 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:48.243 CET","2022-01-21 @ 13:25:48.275 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:48.285 CET","2022-01-21 @ 13:25:48.308 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:48.316 CET","2022-01-21 @ 13:25:48.350 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:48.360 CET","2022-01-21 @ 13:25:48.389 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:48.408 CET","2022-01-21 @ 13:25:48.445 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:48.454 CET","2022-01-21 @ 13:25:48.484 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:25:35.154 CET","S3A_REP_PR_LN2_O_PM1_653880805_20211102T030546439","S3A_SY_2_SYN____20210716T155723_20210716T160023_20211102T022953_0179_074_111_3060_LN2_O_ST_002.SEN3","PUG_SY_2_SYN","SY_2_SYN___",S3A,STC,"2021-07-16 @ 17:57:23.040 CEST","2021-07-16 @ 18:00:23.040 CEST","2021-11-02 @ 03:29:53.000 CET","2022-01-21 @ 13:25:46.825 CET","2022-01-21 @ 13:25:46.854 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:46.864 CET","2022-01-21 @ 13:25:46.893 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:46.926 CET","2022-01-21 @ 13:25:46.978 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:46.997 CET","2022-01-21 @ 13:25:47.031 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:47.052 CET","2022-01-21 @ 13:25:47.153 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:47.165 CET","2022-01-21 @ 13:25:47.209 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:47.234 CET","2022-01-21 @ 13:25:47.288 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:47.305 CET","2022-01-21 @ 13:25:47.358 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:47.373 CET","2022-01-21 @ 13:25:47.423 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:47.442 CET","2022-01-21 @ 13:25:47.484 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:47.511 CET","2022-01-21 @ 13:25:47.567 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:47.626 CET","2022-01-21 @ 13:25:47.678 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:25:35.074 CET","S3A_REP_PR_LN2_O_PM1_653880805_20211102T030546439","S3A_SY_2_SYN____20210716T155423_20210716T155723_20211102T022940_0179_074_111_2880_LN2_O_ST_002.SEN3","PUG_SY_2_SYN","SY_2_SYN___",S3A,STC,"2021-07-16 @ 17:54:23.040 CEST","2021-07-16 @ 17:57:23.040 CEST","2021-11-02 @ 03:29:40.000 CET","2022-01-21 @ 13:25:45.646 CET","2022-01-21 @ 13:25:45.691 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:45.706 CET","2022-01-21 @ 13:25:45.753 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:45.791 CET","2022-01-21 @ 13:25:45.842 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:45.901 CET","2022-01-21 @ 13:25:45.989 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:46.033 CET","2022-01-21 @ 13:25:46.197 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:46.238 CET","2022-01-21 @ 13:25:46.325 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:46.348 CET","2022-01-21 @ 13:25:46.414 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:46.461 CET","2022-01-21 @ 13:25:46.516 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:46.553 CET","2022-01-21 @ 13:25:46.608 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:46.625 CET","2022-01-21 @ 13:25:46.662 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:46.673 CET","2022-01-21 @ 13:25:46.709 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:46.724 CET","2022-01-21 @ 13:25:46.790 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:25:35.052 CET","S3A_REP_PR_LN2_O_PM1_653880805_20211102T030546439","S3A_SY_2_SYN____20210716T155123_20210716T155423_20211102T022923_0179_074_111_2700_LN2_O_ST_002.SEN3","PUG_SY_2_SYN","SY_2_SYN___",S3A,STC,"2021-07-16 @ 17:51:23.040 CEST","2021-07-16 @ 17:54:23.040 CEST","2021-11-02 @ 03:29:23.000 CET","2022-01-21 @ 13:25:44.730 CET","2022-01-21 @ 13:25:44.795 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:44.811 CET","2022-01-21 @ 13:25:44.842 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:44.856 CET","2022-01-21 @ 13:25:44.904 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:44.926 CET","2022-01-21 @ 13:25:44.974 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:44.990 CET","2022-01-21 @ 13:25:45.093 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:45.125 CET","2022-01-21 @ 13:25:45.175 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:45.194 CET","2022-01-21 @ 13:25:45.237 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:45.253 CET","2022-01-21 @ 13:25:45.295 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:45.319 CET","2022-01-21 @ 13:25:45.405 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:45.432 CET","2022-01-21 @ 13:25:45.461 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:45.473 CET","2022-01-21 @ 13:25:45.516 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:45.533 CET","2022-01-21 @ 13:25:45.598 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:25:35.025 CET","S3A_REP_PR_LN2_O_PM1_653880805_20211102T030546439","S3A_SY_2_SYN____20210716T154823_20210716T155123_20211102T022907_0180_074_111_2520_LN2_O_ST_002.SEN3","PUG_SY_2_SYN","SY_2_SYN___",S3A,STC,"2021-07-16 @ 17:48:23.040 CEST","2021-07-16 @ 17:51:23.040 CEST","2021-11-02 @ 03:29:07.000 CET","2022-01-21 @ 13:25:44.216 CET","2022-01-21 @ 13:25:44.245 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:44.251 CET","2022-01-21 @ 13:25:44.270 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:44.278 CET","2022-01-21 @ 13:25:44.296 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:44.305 CET","2022-01-21 @ 13:25:44.332 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:44.339 CET","2022-01-21 @ 13:25:44.375 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:44.390 CET","2022-01-21 @ 13:25:44.416 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:44.427 CET","2022-01-21 @ 13:25:44.461 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:44.483 CET","2022-01-21 @ 13:25:44.520 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:44.535 CET","2022-01-21 @ 13:25:44.566 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:44.586 CET","2022-01-21 @ 13:25:44.617 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:44.626 CET","2022-01-21 @ 13:25:44.661 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:44.680 CET","2022-01-21 @ 13:25:44.705 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:25:35.019 CET","S3A_REP_PR_LN2_O_PM1_653880805_20211102T030546439","S3A_SY_2_SYN____20210716T154523_20210716T154823_20211102T022848_0179_074_111_2340_LN2_O_ST_002.SEN3","PUG_SY_2_SYN","SY_2_SYN___",S3A,STC,"2021-07-16 @ 17:45:23.040 CEST","2021-07-16 @ 17:48:23.040 CEST","2021-11-02 @ 03:28:48.000 CET","2022-01-21 @ 13:25:43.538 CET","2022-01-21 @ 13:25:43.597 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:43.611 CET","2022-01-21 @ 13:25:43.672 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:43.706 CET","2022-01-21 @ 13:25:43.772 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:43.791 CET","2022-01-21 @ 13:25:43.842 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:43.862 CET","2022-01-21 @ 13:25:43.917 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:43.926 CET","2022-01-21 @ 13:25:43.952 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:43.960 CET","2022-01-21 @ 13:25:43.983 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:43.995 CET","2022-01-21 @ 13:25:44.030 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:44.044 CET","2022-01-21 @ 13:25:44.072 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:44.083 CET","2022-01-21 @ 13:25:44.101 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:44.110 CET","2022-01-21 @ 13:25:44.155 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:44.172 CET","2022-01-21 @ 13:25:44.197 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:25:34.943 CET","S3A_REP_PR_LN2_O_PM1_653880805_20211102T030546439","S3A_SY_2_SYN____20210716T154223_20210716T154523_20211102T022829_0179_074_111_2160_LN2_O_ST_002.SEN3","PUG_SY_2_SYN","SY_2_SYN___",S3A,STC,"2021-07-16 @ 17:42:23.040 CEST","2021-07-16 @ 17:45:23.040 CEST","2021-11-02 @ 03:28:29.000 CET","2022-01-21 @ 13:25:42.718 CET","2022-01-21 @ 13:25:42.755 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:42.767 CET","2022-01-21 @ 13:25:42.807 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:42.822 CET","2022-01-21 @ 13:25:42.853 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:42.866 CET","2022-01-21 @ 13:25:42.908 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:42.919 CET","2022-01-21 @ 13:25:42.997 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:43.023 CET","2022-01-21 @ 13:25:43.074 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:43.104 CET","2022-01-21 @ 13:25:43.149 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:43.169 CET","2022-01-21 @ 13:25:43.214 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:43.235 CET","2022-01-21 @ 13:25:43.289 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:43.306 CET","2022-01-21 @ 13:25:43.347 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:43.373 CET","2022-01-21 @ 13:25:43.430 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:43.453 CET","2022-01-21 @ 13:25:43.506 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
"2022-01-21 @ 13:25:34.921 CET","S3A_REP_PR_LN2_O_PM1_653880805_20211102T030546439","S3A_SY_2_SYN____20210716T153923_20210716T154223_20211102T022812_0179_074_111_1980_LN2_O_ST_002.SEN3","PUG_SY_2_SYN","SY_2_SYN___",S3A,STC,"2021-07-16 @ 17:39:23.040 CEST","2021-07-16 @ 17:42:23.040 CEST","2021-11-02 @ 03:28:12.000 CET","2022-01-21 @ 13:25:41.319 CET","2022-01-21 @ 13:25:41.422 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:41.429 CET","2022-01-21 @ 13:25:41.548 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:41.556 CET","2022-01-21 @ 13:25:41.578 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:41.596 CET","2022-01-21 @ 13:25:41.694 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:41.799 CET","2022-01-21 @ 13:25:41.939 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:41.950 CET","2022-01-21 @ 13:25:42.080 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:42.087 CET","2022-01-21 @ 13:25:42.196 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:42.316 CET","2022-01-21 @ 13:25:42.351 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:42.372 CET","2022-01-21 @ 13:25:42.399 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:42.416 CET","2022-01-21 @ 13:25:42.441 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-","2022-01-21 @ 13:25:42.466 CET","2022-01-21 @ 13:25:42.506 CET","-1","/plugins/indexPatternManagement/assets/icons/icons_stoplight/Failure.png","Manifest not found","2022-01-21 @ 13:25:42.543 CET","2022-01-21 @ 13:25:42.645 CET","-","/plugins/indexPatternManagement/assets/icons/icons_stoplight/NotApplicable.png","-"
